Median_Household_Income,Population_Below_Poverty,High_School_Diploma_25plus,Bachelors_Degree_25plus,Unemployment,Median_Housing_Value,Median_Gross_Rent,Renter_Occupied_Housing_Units,Total_Population,Median_Age,Per_Capita_Income,Families_Below_Poverty,State,County,Tract,Block Group
61058.0,,166.0,85.0,130.0,159600.0,1607.0,44.0,1342.0,28.0,17304.0,52.0,06,071,004401,3
35547.0,,359.0,53.0,68.0,271900.0,860.0,304.0,1801.0,34.0,12067.0,160.0,06,071,006302,4
45000.0,,296.0,45.0,60.0,176400.0,1178.0,146.0,1943.0,28.7,14874.0,64.0,06,071,010010,4
22297.0,,307.0,42.0,102.0,143500.0,1394.0,312.0,1599.0,31.6,21288.0,160.0,06,071,010013,1
70913.0,,425.0,0.0,159.0,150000.0,-666666666.0,9.0,1884.0,29.0,16318.0,23.0,06,071,010013,3
41796.0,,383.0,184.0,182.0,94700.0,829.0,358.0,2231.0,47.0,26669.0,15.0,06,071,010413,1
50174.0,,318.0,210.0,80.0,157400.0,1107.0,262.0,1780.0,42.4,31264.0,24.0,06,071,010416,1
61055.0,,208.0,150.0,57.0,320400.0,-666666666.0,73.0,1690.0,38.1,23170.0,107.0,06,071,010802,1
48077.0,,214.0,87.0,34.0,152500.0,684.0,238.0,1199.0,49.2,21270.0,0.0,06,071,010802,5
61650.0,,74.0,39.0,0.0,251000.0,867.0,88.0,520.0,44.9,31391.0,0.0,06,071,007404,5
119609.0,,129.0,155.0,35.0,391300.0,-666666666.0,16.0,1082.0,45.4,51378.0,0.0,06,071,007901,2
62159.0,,427.0,77.0,445.0,276800.0,1366.0,267.0,2432.0,26.0,15723.0,51.0,06,071,002301,4
78500.0,,91.0,74.0,88.0,225000.0,1597.0,95.0,1269.0,26.4,17690.0,0.0,06,071,002501,1
55756.0,,122.0,24.0,96.0,267700.0,1495.0,136.0,1162.0,35.1,18433.0,62.0,06,071,002501,4
56563.0,,328.0,42.0,120.0,196800.0,1264.0,151.0,1852.0,26.2,14339.0,32.0,06,071,003401,2
30300.0,,162.0,70.0,74.0,248600.0,1164.0,393.0,1288.0,37.4,18005.0,76.0,06,071,000824,2
50491.0,,269.0,80.0,0.0,323100.0,1082.0,227.0,1585.0,31.1,15034.0,44.0,06,071,000304,3
-666666666.0,,101.0,0.0,20.0,206000.0,1000.0,109.0,840.0,29.0,10738.0,33.0,06,071,002204,1
120588.0,,38.0,239.0,35.0,618500.0,-666666666.0,13.0,917.0,52.7,66860.0,26.0,06,071,008500,2
69150.0,,513.0,107.0,152.0,184900.0,1126.0,172.0,2584.0,35.1,20405.0,36.0,06,071,010023,1
57649.0,,132.0,71.0,31.0,164200.0,935.0,106.0,1369.0,30.3,17551.0,38.0,06,071,010300,2
45395.0,,216.0,131.0,52.0,323600.0,1205.0,67.0,939.0,52.2,30145.0,17.0,06,071,011300,2
58625.0,,181.0,538.0,94.0,330700.0,1786.0,432.0,2060.0,36.1,26434.0,119.0,06,071,000103,3
31856.0,,133.0,39.0,23.0,137900.0,856.0,211.0,1513.0,27.8,8967.0,107.0,06,071,007200,2
71250.0,,465.0,322.0,351.0,264200.0,1174.0,544.0,4038.0,30.3,21852.0,99.0,06,071,004504,3
40481.0,,151.0,17.0,35.0,158600.0,1104.0,164.0,1244.0,23.7,10732.0,76.0,06,071,005300,4
43688.0,,152.0,16.0,91.0,140300.0,951.0,224.0,1368.0,23.6,10303.0,104.0,06,071,005400,2
48859.0,,264.0,98.0,75.0,274400.0,-666666666.0,88.0,1427.0,35.9,18610.0,25.0,06,071,000203,3
45521.0,,270.0,69.0,89.0,234800.0,1358.0,249.0,2073.0,31.5,13471.0,39.0,06,071,001813,1
73558.0,,82.0,137.0,39.0,326400.0,-666666666.0,7.0,960.0,36.5,28390.0,29.0,06,071,011002,1
-666666666.0,,60.0,34.0,0.0,243300.0,-666666666.0,17.0,316.0,46.5,22816.0,13.0,06,071,010804,3
27188.0,,128.0,25.0,133.0,91500.0,836.0,254.0,1634.0,28.0,9462.0,170.0,06,071,009116,4
68125.0,,117.0,55.0,83.0,213000.0,1298.0,104.0,1043.0,34.2,17742.0,35.0,06,071,007604,1
24688.0,,297.0,20.0,201.0,177100.0,798.0,247.0,1245.0,30.9,11214.0,93.0,06,071,006601,3
26490.0,,271.0,171.0,63.0,379600.0,872.0,357.0,1560.0,30.0,18315.0,120.0,06,071,002103,1
31397.0,,261.0,260.0,112.0,360900.0,1053.0,337.0,1988.0,41.4,23644.0,51.0,06,071,002027,3
59808.0,,219.0,157.0,50.0,327100.0,1244.0,479.0,1838.0,34.1,25243.0,30.0,06,071,000901,2
35417.0,,97.0,8.0,92.0,65300.0,944.0,61.0,1188.0,25.6,10085.0,64.0,06,071,004900,1
22500.0,,236.0,19.0,144.0,117700.0,798.0,288.0,1485.0,28.2,9797.0,77.0,06,071,004900,4
25710.0,,109.0,37.0,85.0,155200.0,867.0,249.0,1227.0,26.8,10606.0,94.0,06,071,005800,2
41802.0,,237.0,54.0,0.0,139400.0,883.0,205.0,823.0,33.3,19065.0,41.0,06,071,007000,4
41389.0,,128.0,82.0,148.0,182700.0,1352.0,144.0,1388.0,25.4,13602.0,35.0,06,071,005200,2
50264.0,,367.0,5.0,35.0,116400.0,1364.0,209.0,1638.0,30.7,18209.0,111.0,06,071,006100,6
67341.0,,273.0,224.0,206.0,189500.0,1684.0,185.0,2068.0,34.6,21060.0,15.0,06,071,006100,3
110833.0,,46.0,28.0,0.0,285900.0,-666666666.0,17.0,420.0,57.6,37984.0,0.0,06,071,006100,1
42375.0,,134.0,119.0,120.0,159100.0,982.0,158.0,1456.0,34.6,16171.0,64.0,06,071,006700,1
44464.0,,307.0,180.0,76.0,205600.0,1491.0,191.0,2279.0,24.7,13837.0,139.0,06,071,003612,1
33000.0,,232.0,139.0,82.0,105000.0,956.0,235.0,1557.0,48.3,25631.0,19.0,06,071,010417,1
-666666666.0,,25.0,8.0,6.0,216700.0,775.0,84.0,356.0,21.3,18586.0,66.0,06,071,010422,1
25333.0,,389.0,26.0,41.0,102000.0,1227.0,185.0,1639.0,35.6,22316.0,98.0,06,071,009912,2
148750.0,,156.0,352.0,66.0,923200.0,-666666666.0,40.0,1655.0,47.6,71580.0,10.0,06,071,002021,1
166750.0,,204.0,566.0,203.0,655200.0,-666666666.0,32.0,3826.0,39.7,46758.0,14.0,06,071,002022,1
55324.0,,235.0,70.0,50.0,286800.0,-666666666.0,53.0,1624.0,35.9,20800.0,70.0,06,071,009119,1
48542.0,,298.0,100.0,74.0,152700.0,-666666666.0,150.0,1613.0,39.1,21532.0,35.0,06,071,009109,4
56293.0,,400.0,52.0,113.0,275000.0,1533.0,123.0,2623.0,32.0,17253.0,91.0,06,071,001307,1
117988.0,,414.0,1574.0,107.0,524000.0,2106.0,341.0,4952.0,35.9,39887.0,33.0,06,071,000115,2
142594.0,,220.0,435.0,113.0,595800.0,2566.0,65.0,2849.0,41.7,40463.0,0.0,06,071,000113,1
57542.0,,633.0,204.0,150.0,-666666666.0,1472.0,139.0,2180.0,32.3,16268.0,122.0,06,071,000113,2
58879.0,,724.0,922.0,509.0,293400.0,1434.0,2678.0,7227.0,29.7,28495.0,269.0,06,071,002110,1
29360.0,,404.0,113.0,43.0,275000.0,1143.0,260.0,1740.0,35.7,17432.0,48.0,06,071,001101,2
108077.0,,242.0,195.0,47.0,486400.0,-666666666.0,49.0,2220.0,46.3,40684.0,0.0,06,071,002013,2
53803.0,,278.0,98.0,70.0,-666666666.0,858.0,64.0,1959.0,29.3,14983.0,33.0,06,071,001810,1
94886.0,,262.0,199.0,83.0,400800.0,1481.0,122.0,1838.0,43.0,29897.0,22.0,06,071,010004,5
50042.0,,273.0,21.0,155.0,191300.0,-666666666.0,103.0,1242.0,45.3,19434.0,44.0,06,071,009109,3
130250.0,,21.0,145.0,11.0,595500.0,-666666666.0,11.0,784.0,41.4,52473.0,10.0,06,071,000814,3
66365.0,,541.0,221.0,217.0,231500.0,1209.0,128.0,3691.0,32.9,18604.0,14.0,06,071,006603,2
34808.0,,280.0,19.0,93.0,175900.0,603.0,168.0,1675.0,25.3,15687.0,150.0,06,071,006604,2
51289.0,,236.0,178.0,33.0,255000.0,1071.0,309.0,2029.0,28.2,17524.0,65.0,06,071,003801,3
27875.0,,58.0,20.0,19.0,121300.0,898.0,82.0,460.0,52.8,14686.0,7.0,06,071,004302,2
99057.0,,323.0,863.0,177.0,623600.0,2064.0,325.0,4847.0,35.0,32569.0,25.0,06,071,000116,2
39132.0,,116.0,68.0,128.0,228900.0,957.0,92.0,1316.0,30.1,15912.0,38.0,06,071,002402,3
41544.0,,351.0,66.0,41.0,167300.0,1237.0,368.0,1987.0,24.7,13696.0,108.0,06,071,002402,4
41750.0,,136.0,94.0,75.0,201800.0,1328.0,301.0,1548.0,23.5,18481.0,92.0,06,071,004601,2
41989.0,,26.0,130.0,29.0,-666666666.0,1148.0,490.0,1098.0,25.9,20916.0,60.0,06,071,004601,3
43689.0,,114.0,58.0,74.0,108300.0,924.0,101.0,1012.0,31.0,10427.0,58.0,06,071,004700,3
98558.0,,59.0,290.0,99.0,369300.0,1344.0,281.0,2018.0,36.9,38421.0,0.0,06,071,008401,3
60372.0,,196.0,74.0,0.0,182500.0,1557.0,187.0,1072.0,49.4,34997.0,30.0,06,071,008401,4
61098.0,,210.0,130.0,57.0,325500.0,1712.0,87.0,1549.0,47.3,33018.0,0.0,06,071,008703,4
35915.0,,194.0,39.0,157.0,281500.0,1178.0,382.0,1909.0,25.3,10830.0,123.0,06,071,001503,2
50600.0,,309.0,46.0,43.0,301600.0,1087.0,186.0,1563.0,28.3,14157.0,69.0,06,071,001501,2
39861.0,,335.0,125.0,174.0,176400.0,1195.0,231.0,2372.0,32.8,17326.0,141.0,06,071,009911,2
68045.0,,499.0,30.0,263.0,120900.0,1111.0,111.0,2217.0,51.4,26059.0,129.0,06,071,009108,3
63500.0,,913.0,240.0,379.0,188400.0,1160.0,459.0,6185.0,31.3,20294.0,220.0,06,071,009110,2
22193.0,,264.0,108.0,366.0,11200.0,1008.0,727.0,1942.0,27.5,15310.0,201.0,06,071,009904,1
53304.0,,474.0,127.0,115.0,132800.0,1077.0,173.0,2608.0,26.5,16916.0,58.0,06,071,009905,3
30878.0,,232.0,59.0,26.0,116400.0,549.0,106.0,733.0,59.4,20056.0,0.0,06,071,009117,2
37708.0,,186.0,54.0,40.0,67800.0,659.0,108.0,906.0,46.2,19225.0,36.0,06,071,025100,1
111042.0,,189.0,401.0,33.0,450000.0,2303.0,132.0,1403.0,42.9,35541.0,52.0,06,071,000109,3
113594.0,,248.0,186.0,27.0,693100.0,3365.0,33.0,1198.0,53.3,58055.0,16.0,06,071,000804,1
43654.0,,358.0,59.0,208.0,243800.0,1384.0,452.0,2173.0,29.2,15584.0,122.0,06,071,001702,1
78558.0,,231.0,53.0,48.0,282100.0,1592.0,83.0,1805.0,31.1,27148.0,0.0,06,071,001200,1
43261.0,,368.0,45.0,29.0,84800.0,560.0,202.0,1684.0,31.1,14376.0,37.0,06,071,010700,3
45089.0,,356.0,47.0,100.0,166800.0,1333.0,230.0,2052.0,36.9,15223.0,82.0,06,071,010019,1
25921.0,,133.0,56.0,55.0,190800.0,907.0,258.0,1321.0,36.4,11971.0,127.0,06,071,001600,4
-666666666.0,,13.0,2.0,50.0,-666666666.0,910.0,81.0,427.0,21.5,7552.0,51.0,06,071,001600,2
50588.0,,354.0,138.0,45.0,311900.0,1185.0,143.0,1502.0,40.2,15843.0,95.0,06,071,000301,1
49219.0,,106.0,61.0,46.0,275800.0,-666666666.0,6.0,987.0,26.7,14003.0,9.0,06,071,002502,4
59323.0,,394.0,36.0,141.0,235100.0,1297.0,82.0,3167.0,23.6,14562.0,86.0,06,071,002502,3
31351.0,,135.0,46.0,85.0,208900.0,894.0,249.0,1136.0,27.8,18066.0,58.0,06,071,011205,2
60909.0,,52.0,58.0,18.0,371300.0,1536.0,89.0,442.0,41.9,36017.0,9.0,06,071,011204,2
51833.0,,138.0,63.0,6.0,291500.0,1105.0,59.0,593.0,63.2,30727.0,23.0,06,071,011401,3
33111.0,,33.0,40.0,34.0,253000.0,971.0,41.0,371.0,64.5,33061.0,5.0,06,071,010803,2
44815.0,,254.0,47.0,86.0,266000.0,1574.0,116.0,1543.0,28.8,14911.0,9.0,06,071,001310,3
34031.0,,94.0,71.0,60.0,193800.0,1141.0,308.0,1499.0,22.3,12271.0,102.0,06,071,001305,3
41389.0,,108.0,84.0,43.0,339500.0,1367.0,313.0,1108.0,26.7,18507.0,57.0,06,071,001309,3
40833.0,,444.0,8.0,127.0,174500.0,894.0,233.0,1841.0,32.6,12837.0,57.0,06,071,009710,2
38563.0,,454.0,188.0,186.0,162900.0,719.0,379.0,2887.0,38.2,18341.0,116.0,06,071,010015,2
45125.0,,574.0,98.0,170.0,116000.0,1057.0,502.0,3260.0,25.8,14114.0,176.0,06,071,009709,1
53919.0,,387.0,80.0,203.0,164800.0,1412.0,195.0,1576.0,26.6,17902.0,98.0,06,071,006100,5
30950.0,,44.0,86.0,15.0,305000.0,1062.0,242.0,954.0,30.9,16278.0,21.0,06,071,000201,1
89511.0,,101.0,66.0,22.0,392900.0,1488.0,73.0,839.0,45.6,43126.0,10.0,06,071,000812,3
36250.0,,116.0,59.0,44.0,208800.0,1143.0,156.0,1210.0,33.0,11913.0,77.0,06,071,001600,1
86083.0,,271.0,113.0,135.0,289900.0,1690.0,108.0,1759.0,31.7,22700.0,14.0,06,071,001307,2
102826.0,,467.0,277.0,214.0,365700.0,2261.0,113.0,3064.0,30.1,26723.0,48.0,06,071,002038,2
21150.0,,297.0,35.0,216.0,84300.0,754.0,476.0,1831.0,23.7,8310.0,197.0,06,071,009912,1
46964.0,,294.0,144.0,198.0,223100.0,1221.0,192.0,1576.0,31.8,19764.0,87.0,06,071,004509,1
69028.0,,198.0,124.0,89.0,266800.0,1698.0,34.0,1385.0,29.4,19625.0,0.0,06,071,002602,2
47976.0,,345.0,196.0,112.0,290000.0,1316.0,472.0,1860.0,34.8,26480.0,46.0,06,071,000404,2
30825.0,,121.0,12.0,56.0,242500.0,950.0,261.0,1328.0,24.8,8362.0,126.0,06,071,002804,2
55481.0,,418.0,315.0,41.0,194600.0,1371.0,795.0,2400.0,31.1,29335.0,0.0,06,071,007800,2
48750.0,,259.0,103.0,176.0,146600.0,1725.0,91.0,2083.0,30.1,13398.0,80.0,06,071,004301,3
66543.0,,293.0,67.0,72.0,329200.0,1319.0,65.0,1863.0,31.8,20351.0,0.0,06,071,001707,2
35000.0,,285.0,248.0,79.0,177800.0,988.0,934.0,2485.0,29.9,19137.0,90.0,06,071,008100,2
40435.0,,234.0,55.0,52.0,117000.0,1156.0,239.0,1878.0,26.4,11710.0,98.0,06,071,004202,3
29833.0,,418.0,65.0,40.0,-666666666.0,798.0,330.0,1683.0,53.8,18705.0,116.0,06,071,010413,3
45441.0,,204.0,67.0,42.0,181500.0,1080.0,246.0,1607.0,29.8,13752.0,93.0,06,071,002501,3
66719.0,,442.0,191.0,98.0,367600.0,1903.0,61.0,2121.0,38.5,23377.0,33.0,06,071,000304,2
43448.0,,72.0,47.0,30.0,82200.0,-666666666.0,44.0,638.0,42.6,22200.0,14.0,06,071,011900,1
51406.0,,98.0,24.0,16.0,104700.0,-666666666.0,35.0,812.0,50.8,18987.0,19.0,06,071,010300,4
87622.0,,331.0,112.0,64.0,266700.0,995.0,124.0,1745.0,31.3,17494.0,34.0,06,071,002401,2
16750.0,,91.0,5.0,64.0,-666666666.0,828.0,322.0,1123.0,22.1,6987.0,171.0,06,071,007407,1
72143.0,,335.0,122.0,177.0,215100.0,1490.0,109.0,2529.0,27.6,15968.0,7.0,06,071,003605,2
25958.0,,229.0,42.0,40.0,264500.0,828.0,640.0,1603.0,35.1,13708.0,85.0,06,071,003301,3
73456.0,,26.0,144.0,78.0,167400.0,1123.0,157.0,853.0,52.8,28392.0,19.0,06,071,011101,1
43266.0,,282.0,63.0,213.0,165400.0,1555.0,217.0,1657.0,38.6,13931.0,91.0,06,071,009905,2
51667.0,,222.0,28.0,175.0,276100.0,1272.0,168.0,1469.0,29.7,15838.0,35.0,06,071,001002,1
52813.0,,460.0,131.0,158.0,202400.0,-666666666.0,146.0,3436.0,30.1,14505.0,111.0,06,071,004004,1
64500.0,,259.0,106.0,190.0,355100.0,1368.0,129.0,1538.0,37.0,25640.0,56.0,06,071,000501,2
45446.0,,183.0,185.0,104.0,334500.0,1143.0,514.0,1586.0,33.2,20853.0,59.0,06,071,000901,1
35030.0,,166.0,116.0,138.0,272500.0,958.0,381.0,1735.0,32.7,18571.0,83.0,06,071,011401,2
33050.0,,391.0,39.0,375.0,202300.0,815.0,267.0,3109.0,27.6,13708.0,196.0,06,071,004101,2
45975.0,,191.0,141.0,36.0,173800.0,1149.0,179.0,1749.0,37.8,25124.0,76.0,06,071,010419,1
135625.0,,635.0,1618.0,191.0,639500.0,3005.0,248.0,9086.0,39.8,44477.0,23.0,06,071,002022,2
32988.0,,388.0,31.0,73.0,135900.0,1041.0,255.0,2801.0,28.2,11858.0,153.0,06,071,004302,3
22054.0,,293.0,73.0,106.0,202400.0,896.0,519.0,1464.0,30.6,10730.0,103.0,06,071,003000,2
-666666666.0,,293.0,66.0,40.0,188900.0,868.0,275.0,1728.0,27.8,13827.0,167.0,06,071,009711,3
51545.0,,441.0,193.0,229.0,212300.0,787.0,448.0,2837.0,38.8,25213.0,57.0,06,071,009707,2
98103.0,,51.0,152.0,10.0,294000.0,-666666666.0,10.0,911.0,46.2,40303.0,12.0,06,071,007104,2
51528.0,,343.0,91.0,86.0,197600.0,978.0,114.0,1374.0,30.5,18051.0,63.0,06,071,008708,1
30972.0,,152.0,34.0,63.0,146400.0,945.0,187.0,1327.0,22.5,13761.0,119.0,06,071,004604,2
42500.0,,183.0,93.0,27.0,163300.0,1169.0,409.0,1349.0,26.2,14400.0,93.0,06,071,007800,3
42422.0,,133.0,39.0,22.0,143900.0,783.0,172.0,1472.0,25.4,11703.0,57.0,06,071,005300,1
67813.0,,87.0,165.0,22.0,374300.0,1625.0,79.0,921.0,38.8,28230.0,0.0,06,071,008302,2
60821.0,,243.0,246.0,80.0,152400.0,1387.0,395.0,1630.0,45.3,38321.0,0.0,06,071,000113,4
137206.0,,240.0,231.0,16.0,588400.0,-666666666.0,0.0,1656.0,48.9,53495.0,0.0,06,071,000815,1
79412.0,,443.0,353.0,144.0,242200.0,1595.0,104.0,2648.0,43.6,34105.0,28.0,06,071,002025,1
151364.0,,152.0,556.0,35.0,583300.0,2708.0,76.0,2284.0,39.3,41018.0,21.0,06,071,000116,1
